Name,contract_years,salary,AAV,minor league,catcher,date,new_team,former_team,Age,WAR3,Yrs,career_games,stayed_same_team,G,PA,HR,R,RBI,SB,BB%,K%,AVG,OBP,SLG,GDP,CS,H,OPS,PlayerId,MLBAMID,G_2,PA_2,HR_2,R_2,RBI_2,SB_2,BB%_2,K%_2,AVG_2,OBP_2,SLG_2,GDP_2,CS_2,H_2,OPS_2,G_3,PA_3,HR_3,R_3,RBI_3,SB_3,BB%_3,K%_3,AVG_3,OBP_3,SLG_3,GDP_3,CS_3,H_3,OPS_3
Niko Goodrum,1,0.72,0.72,1,0,2023,BOS,HOU,31,-0.2,6,402,0,15,45,0,2,1,1,0.044444444,0.511111111,0.116279069,0.155555555,0.162790697,0,0,5,0.318346252,12092,592348,90,325,9,39,33,14,0.089230769,0.329230769,0.213793103,0.292307692,0.358620689,6,5,62,0.650928381,112,472,12,61,45,12,0.097457627,0.292372881,0.24822695,0.322033898,0.420803782,7,3,105,0.74283768
Niko Goodrum,1,2.1,2.1,0,0,2022,HOU,DET,30,1.5,5,387,0,90,325,9,39,33,14,0.089230769,0.329230769,0.213793103,0.292307692,0.358620689,6,5,62,0.650928381,12092,592348,112,472,12,61,45,12,0.097457627,0.292372881,0.24822695,0.322033898,0.420803782,7,3,105,0.74283768,112,472,12,61,45,12,0.097457627,0.292372881,0.24822695,0.322033898,0.420803782,7,3,105,0.74283768
Eddie Rosario,1,4,4,1,0,2024,WSN,ATL,32,0.5,9,1030,0,142,516,21,64,74,3,0.065891472,0.236434108,0.255230125,0.304854368,0.449790794,13,4,122,0.754645162,12155,592696,80,270,5,27,24,3,0.062962962,0.251851851,0.212,0.259259259,0.328,3,0,53,0.587259259,111,412,14,42,62,11,0.063106796,0.148058252,0.258575197,0.304878048,0.4353562,4,3,98,0.740234248
Eddie Rosario,2,18,9,0,0,2022,ATL,ATL,30,3.8,7,808,1,111,412,14,42,62,11,0.063106796,0.148058252,0.258575197,0.304878048,0.4353562,4,3,98,0.740234248,12155,592696,137,590,32,91,109,3,0.037288135,0.145762711,0.275800711,0.3,0.5,10,1,155,0.8,137,590,32,91,109,3,0.037288135,0.145762711,0.275800711,0.3,0.5,10,1,155,0.8
Ben Gamel,1,0.72,0.72,1,0,2024,NYM,SDP,32,-0.4,8,685,0,6,15,0,2,2,0,0,0.133333333,0.2,0.2,0.266666666,0,0,3,0.466666666,12160,592325,115,423,9,42,46,5,0.113475177,0.231678486,0.231805929,0.323877068,0.369272237,5,1,86,0.693149305,122,400,8,43,26,3,0.1275,0.2625,0.247058823,0.346733668,0.388235294,7,6,84,0.734968962
Ben Gamel,1,0.72,0.72,1,0,2023,TBR,PIT,31,-0.6,7,679,0,115,423,9,42,46,5,0.113475177,0.231678486,0.231805929,0.323877068,0.369272237,5,1,86,0.693149305,12160,592325,122,400,8,43,26,3,0.1275,0.2625,0.247058823,0.346733668,0.388235294,7,6,84,0.734968962,134,356,7,47,33,2,0.11235955,0.292134831,0.247588424,0.337078651,0.372990353,0,2,77,0.710069004
Xander Bogaerts,11,280,25.45454545,0,0,2023,SDP,BOS,30,12.5,10,1264,0,150,631,15,84,73,8,0.090332805,0.187004754,0.307001795,0.37717908,0.456014362,14,2,171,0.833193442,12161,593428,144,603,23,90,79,5,0.102819237,0.187396351,0.29489603,0.369817578,0.493383742,13,1,156,0.86320132,155,698,33,110,117,4,0.108882521,0.1747851,0.309446254,0.383954154,0.555374592,11,2,190,0.939328746
Jorge Bonifacio,1,0.72,0.72,1,0,2022,PHI,PHI,29,-0.6,5,224,1,7,12,0,0,2,0,0.083333333,0.5,0.09090909,0.166666666,0.09090909,0,0,1,0.257575756,12174,593528,5,21,0,3,3,0,0.047619047,0.333333333,0.35,0.38095238,0.5,0,0,7,0.88095238,5,21,0,3,3,0,0.047619047,0.333333333,0.35,0.38095238,0.5,0,0,7,0.88095238
Maikel Franco,1,1.25,1.25,0,0,2022,WSN,ATL,29,-0.7,8,820,0,104,403,11,31,47,0,0.049627791,0.166253101,0.209549071,0.253101736,0.355437665,12,0,79,0.608539401,12179,596748,123,428,17,48,56,0,0.084112149,0.142523364,0.233933161,0.296728971,0.408740359,14,0,91,0.70546933,123,428,17,48,56,0,0.084112149,0.142523364,0.233933161,0.296728971,0.408740359,14,0,91,0.70546933
Jorge Alfaro,1,0.72,0.72,1,1,2024,CHC,MIA,31,-0.1,8,496,0,18,52,1,2,4,0,0.038461538,0.288461538,0.145833333,0.211538461,0.291666666,3,0,7,0.503205127,12180,595751,82,274,7,25,40,1,0.040145985,0.357664233,0.24609375,0.284671532,0.3828125,5,0,63,0.667484032,92,311,4,22,30,8,0.035369774,0.318327974,0.244067796,0.282958199,0.342372881,8,1,72,0.62533108
Scott Schebler,1,0.72,0.72,1,0,2022,COL,LAA,31,-1.1,7,394,0,14,34,0,3,0,0,0,0.5,0.147058823,0.147058823,0.235294117,0,0,5,0.38235294,12225,594988,30,95,2,11,7,0,0.147368421,0.284210526,0.12345679,0.252631578,0.222222222,3,1,10,0.4748538,30,95,2,11,7,0,0.147368421,0.284210526,0.12345679,0.252631578,0.222222222,3,1,10,0.4748538
Rougned Odor,1,0.8,0.8,0,0,2023,SDP,BAL,29,-0.4,9,1095,0,135,472,13,49,53,6,0.06779661,0.230932203,0.206572769,0.275423728,0.356807511,9,1,88,0.632231239,12282,596059,102,361,15,42,39,0,0.074792243,0.27700831,0.201863354,0.286111111,0.378881987,3,1,65,0.664993098,145,581,30,77,93,11,0.08950086,0.30636833,0.204980842,0.28275862,0.438697318,4,9,107,0.721455938
Rougned Odor,1,12.3,12.3,0,0,2022,BAL,NYY,28,-0.5,8,960,0,102,361,15,42,39,0,0.074792243,0.27700831,0.201863354,0.286111111,0.378881987,3,1,65,0.664993098,12282,596059,145,581,30,77,93,11,0.08950086,0.30636833,0.204980842,0.28275862,0.438697318,4,9,107,0.721455938,145,581,30,77,93,11,0.08950086,0.30636833,0.204980842,0.28275862,0.438697318,4,9,107,0.721455938
Jace Peterson,2,9.5,4.75,0,0,2023,OAK,MIL,33,3.3,9,740,0,113,328,8,44,34,12,0.100609756,0.259146341,0.236111111,0.31595092,0.381944444,8,1,68,0.697895364,12325,607054,94,302,6,36,31,10,0.125827814,0.225165562,0.247104247,0.347682119,0.366795366,1,1,64,0.714477485,29,108,2,14,11,4,0.055555555,0.222222222,0.22,0.268518518,0.33,1,1,22,0.598518518
Kevin Pillar,1,0.72,0.72,1,0,2024,CHW,ATL,35,0.2,11,1114,0,81,206,9,29,32,4,0.029126213,0.242718446,0.228426395,0.247572815,0.416243654,2,1,45,0.663816469,12434,607680,4,13,0,1,0,0,0.076923076,0.307692307,0.083333333,0.153846153,0.166666666,1,0,1,0.320512819,124,347,15,40,47,4,0.031700288,0.233429394,0.23076923,0.27665706,0.415384615,5,3,75,0.692041675
Kevin Pillar,1,3,3,0,0,2023,ATL,LAD,34,1.2,10,1033,0,4,13,0,1,0,0,0.076923076,0.307692307,0.083333333,0.153846153,0.166666666,1,0,1,0.320512819,12434,607680,124,347,15,40,47,4,0.031700288,0.233429394,0.23076923,0.27665706,0.415384615,5,3,75,0.692041675,161,645,21,83,88,14,0.027906976,0.137984496,0.258592471,0.286821705,0.432078559,15,5,158,0.718900264
Kevin Pillar,1,2.5,2.5,1,0,2022,LAD,NYM,33,1.8,9,1029,0,124,347,15,40,47,4,0.031700288,0.233429394,0.23076923,0.27665706,0.415384615,5,3,75,0.692041675,12434,607680,161,645,21,83,88,14,0.027906976,0.137984496,0.258592471,0.286821705,0.432078559,15,5,158,0.718900264,161,645,21,83,88,14,0.027906976,0.137984496,0.258592471,0.286821705,0.432078559,15,5,158,0.718900264
Curt Casali,1,0.72,0.72,0,1,2024,MIA,CIN,35,2.1,10,502,0,40,96,0,8,6,0,0.114583333,0.239583333,0.175,0.29032258,0.2,1,0,14,0.49032258,12510,592200,57,176,5,20,17,0,0.136363636,0.284090909,0.202702702,0.318181818,0.331081081,1,0,30,0.649262899,77,231,5,20,26,0,0.112554112,0.285714285,0.21,0.313043478,0.35,3,0,42,0.663043478
Curt Casali,1,3.25,3.25,0,1,2023,CIN,SEA,34,2.5,9,462,0,57,176,5,20,17,0,0.136363636,0.284090909,0.202702702,0.318181818,0.331081081,1,0,30,0.649262899,12510,592200,77,231,5,20,26,0,0.112554112,0.285714285,0.21,0.313043478,0.35,3,0,42,0.663043478,84,236,8,24,32,0,0.105932203,0.25,0.251207729,0.330508474,0.410628019,1,0,52,0.741136493
Kolten Wong,1,0.72,0.72,1,0,2024,BAL,LAD,33,5.5,11,1189,0,87,250,4,25,27,3,0.072,0.212,0.183035714,0.256,0.263392857,1,2,41,0.519392857,12532,543939,134,497,15,65,47,17,0.092555331,0.177062374,0.25116279,0.339393939,0.430232558,5,6,108,0.769626497,116,492,14,70,50,12,0.06300813,0.168699186,0.271910112,0.335365853,0.447191011,2,5,121,0.782556864
Marcus Semien,7,175,25,0,0,2022,TEX,TOR,31,16,9,1020,0,162,724,45,115,102,15,0.09116022,0.201657458,0.265337423,0.334254143,0.538343558,9,1,173,0.872597701,12533,543760,162,747,33,123,92,10,0.116465863,0.136546184,0.284627092,0.369477911,0.522070015,11,8,187,0.891547926,162,747,33,123,92,10,0.116465863,0.136546184,0.284627092,0.369477911,0.522070015,11,8,187,0.891547926
C.J. Cron,1,0.72,0.72,1,0,2024,BOS,LAA,34,5,10,1049,0,71,278,12,38,37,0,0.061151079,0.233812949,0.248062015,0.294964028,0.434108527,13,0,64,0.729072555,12546,543068,150,632,29,79,102,0,0.068037974,0.25949367,0.257391304,0.315372424,0.467826086,16,0,148,0.78319851,142,547,28,70,92,1,0.109689213,0.213893967,0.280851063,0.37477148,0.529787234,11,0,132,0.904558714
Trevor Story,6,140,23.33333333,0,0,2022,BOS,COL,29,13.7,6,745,0,142,595,24,88,75,20,0.08907563,0.233613445,0.25095057,0.329411764,0.471482889,7,6,132,0.800894653,12564,596115,145,656,35,111,85,23,0.088414634,0.265243902,0.294217687,0.362804878,0.554421768,3,8,173,0.917226646,145,656,35,111,85,23,0.088414634,0.265243902,0.294217687,0.362804878,0.554421768,3,8,173,0.917226646
Brad Miller,1,0.72,0.72,1,0,2024,SDP,TEX,34,-1.4,11,1055,0,27,67,1,8,6,0,0.149253731,0.164179104,0.214285714,0.328358208,0.339285714,1,0,12,0.667643922,12775,543543,81,241,7,20,32,4,0.074688796,0.290456431,0.211711711,0.269709543,0.319819819,3,2,47,0.589529362,140,377,20,53,49,3,0.119363395,0.297082228,0.226586102,0.320954907,0.453172205,7,0,75,0.774127112
Brad Miller,2,10,5,0,0,2022,TEX,PHI,32,2.7,9,947,0,140,377,20,53,49,3,0.119363395,0.297082228,0.226586102,0.320954907,0.453172205,7,0,75,0.774127112,12775,543543,79,170,13,26,25,2,0.088235294,0.264705882,0.259740259,0.329411764,0.564935064,2,0,40,0.894346828,79,170,13,26,25,2,0.088235294,0.264705882,0.259740259,0.329411764,0.564935064,2,0,40,0.894346828
Taylor Davis,1,0.72,0.72,1,1,2022,PIT,PIT,32,0,4,22,1,2,6,0,0,0,0,0.166666666,0,0.4,0.5,0.4,0,0,2,0.9,12782,543089,7,20,1,2,4,0,0.1,0.2,0.166666666,0.25,0.333333333,0,0,3,0.583333333,7,20,1,2,4,0,0.1,0.2,0.166666666,0.25,0.333333333,0,0,3,0.583333333
Brandon Nimmo,8,162,20.25,0,0,2023,NYM,NYM,30,10.4,7,608,1,151,673,16,102,64,3,0.105497771,0.172362555,0.274137931,0.367164179,0.43275862,9,2,159,0.799922799,12927,607043,92,386,8,51,28,5,0.139896373,0.204663212,0.292307692,0.401041666,0.436923076,3,4,95,0.837964742,69,254,8,34,29,3,0.181102362,0.279527559,0.221105527,0.375494071,0.407035175,1,0,44,0.782529246
Austin Hedges,1,4,4,0,1,2024,CLE,TEX,31,-1.4,9,686,0,82,212,1,14,16,1,0.051886792,0.221698113,0.183783783,0.233830845,0.227027027,7,0,34,0.460857872,12976,595978,105,338,7,26,30,2,0.073964497,0.23076923,0.163265306,0.240853658,0.248299319,12,0,48,0.489152977,88,312,10,32,31,1,0.048076923,0.278846153,0.178321678,0.219672131,0.307692307,7,0,51,0.527364438
Austin Hedges,1,5,5,0,1,2023,PIT,CLE,30,-0.6,8,605,0,105,338,7,26,30,2,0.073964497,0.23076923,0.163265306,0.240853658,0.248299319,12,0,48,0.489152977,12976,595978,88,312,10,32,31,1,0.048076923,0.278846153,0.178321678,0.219672131,0.307692307,7,0,51,0.527364438,102,347,11,28,36,1,0.077809798,0.314121037,0.176282051,0.252173913,0.310897435,3,0,55,0.563071348
Michael Perez,1,0.72,0.72,1,1,2023,NYM,NYM,30,-0.9,5,199,1,45,132,6,10,14,1,0.075757575,0.242424242,0.14876033,0.213740458,0.297520661,2,0,18,0.511261119,12977,605421,70,231,7,19,21,0,0.082251082,0.294372294,0.142857142,0.22077922,0.29047619,4,1,30,0.51125541,22,55,0,6,2,0,0.145454545,0.345454545,0.217391304,0.345454545,0.326086956,0,0,10,0.671541501
Javier Baez,6,140,23.33333333,0,0,2022,DET,NYM,29,11.9,8,862,0,138,547,31,80,87,18,0.051188299,0.336380255,0.264940239,0.318681318,0.494023904,12,5,133,0.812705222,12979,595879,138,561,29,89,85,11,0.049910873,0.278074866,0.280602636,0.315508021,0.531073446,16,7,149,0.846581467,138,561,29,89,85,11,0.049910873,0.278074866,0.280602636,0.315508021,0.531073446,16,7,149,0.846581467
Jackie Bradley Jr.,1,0.9,0.9,0,0,2023,KCR,TOR,33,0.9,10,1138,0,132,370,4,30,38,2,0.064864864,0.208108108,0.203488372,0.255434782,0.311046511,5,3,70,0.566481293,12984,598265,134,428,6,39,29,7,0.06542056,0.308411214,0.162790697,0.235981308,0.260981912,8,1,63,0.49696322,147,567,21,69,62,8,0.098765432,0.273368606,0.224696356,0.317375886,0.421052631,6,6,111,0.738428517
Teoscar Hernandez,1,23.5,23.5,0,0,2024,LAD,SEA,31,8.7,8,811,0,160,678,26,70,93,7,0.056047197,0.311209439,0.2576,0.305309734,0.4352,6,2,161,0.740509734,13066,606192,131,535,25,71,77,6,0.063551401,0.284112149,0.266533066,0.31588785,0.490981963,18,3,133,0.806869813,143,595,32,92,116,12,0.060504201,0.248739495,0.296363636,0.346218487,0.523636363,5,4,163,0.86985485
Josh Bell,2,33,16.5,0,0,2023,CLE,SDP,30,5.5,7,852,0,156,647,17,78,71,0,0.125193199,0.157650695,0.266304347,0.361801242,0.422101449,22,1,147,0.783902691,13145,605137,144,568,27,75,88,0,0.114436619,0.177816901,0.261044176,0.346830985,0.475903614,22,0,130,0.822734599,143,613,37,94,116,0,0.120717781,0.192495921,0.277039848,0.367047308,0.569259962,11,1,146,0.93630727
Mike Zunino,1,0.72,0.72,1,1,2023,CLE,TBR,32,2.8,10,850,0,36,123,5,7,16,0,0.048780487,0.373983739,0.147826086,0.195121951,0.304347826,2,0,17,0.499469777,13265,572287,109,375,33,64,62,0,0.090666666,0.352,0.216216216,0.301333333,0.558558558,7,0,72,0.859891891,90,289,9,30,32,0,0.069204152,0.339100346,0.165413533,0.23183391,0.312030075,4,0,44,0.543863985
Jake Lamb,1,0.72,0.72,1,0,2024,PIT,NYY,33,-0.4,10,723,0,19,54,2,7,5,0,0.055555555,0.277777777,0.215686274,0.259259259,0.352941176,1,0,11,0.612200435,13329,571875,41,111,3,13,6,0,0.099099099,0.342342342,0.216494845,0.315315315,0.391752577,4,1,21,0.707067892,55,170,7,25,19,0,0.129411764,0.3,0.194444444,0.305882352,0.368055555,4,0,28,0.673937907
Jake Lamb,1,1.25,1.25,0,0,2023,LAA,SEA,32,-0.9,9,705,0,41,111,3,13,6,0,0.099099099,0.342342342,0.216494845,0.315315315,0.391752577,4,1,21,0.707067892,13329,571875,55,170,7,25,19,0,0.129411764,0.3,0.194444444,0.305882352,0.368055555,4,0,28,0.673937907,78,226,6,26,30,1,0.14159292,0.243362831,0.192513368,0.323008849,0.352941176,4,0,36,0.675950025
Jake Lamb,1,0.72,0.72,1,0,2022,LAD,TOR,31,-0.6,8,664,0,55,170,7,25,19,0,0.129411764,0.3,0.194444444,0.305882352,0.368055555,4,0,28,0.673937907,13329,571875,78,226,6,26,30,1,0.14159292,0.243362831,0.192513368,0.323008849,0.352941176,4,0,36,0.675950025,78,226,6,26,30,1,0.14159292,0.243362831,0.192513368,0.323008849,0.352941176,4,0,36,0.675950025
Omar Narvaez,2,15,7.5,0,1,2023,NYM,MIL,31,1.7,7,600,0,84,296,4,21,23,0,0.097972972,0.192567567,0.20610687,0.291525423,0.305343511,4,0,54,0.596868934,13338,553882,123,445,11,54,49,0,0.092134831,0.188764044,0.265984654,0.341573033,0.401534526,13,0,104,0.743107559,132,482,22,63,55,0,0.097510373,0.190871369,0.278037383,0.352697095,0.460280373,5,0,119,0.812977468
Tyler Naquin,1,0.72,0.72,1,0,2023,MIL,NYM,32,0.2,7,557,0,105,334,11,47,46,4,0.056886227,0.278443113,0.229032258,0.282282282,0.422580645,3,2,71,0.704862927,13359,571980,127,454,19,52,70,5,0.077092511,0.233480176,0.270072992,0.332599118,0.476885644,9,3,111,0.809484762,89,294,10,34,34,4,0.047619047,0.224489795,0.288321167,0.325342465,0.467153284,8,2,79,0.792495749
Stephen Piscotty,1,0.72,0.72,1,0,2023,SFG,CIN,32,-1.4,8,726,0,42,139,5,12,14,2,0.064748201,0.345323741,0.19047619,0.251798561,0.341269841,2,0,24,0.593068402,13367,572039,72,188,5,14,16,1,0.069148936,0.255319148,0.219653179,0.281914893,0.352601156,2,0,38,0.634516049,93,393,13,46,44,2,0.073791348,0.213740458,0.249299719,0.308673469,0.411764705,13,0,89,0.720438174
Jesse Winker,1,1.5,1.5,0,0,2024,WSN,MIL,30,1.9,7,610,0,61,197,1,16,23,0,0.131979695,0.258883248,0.19879518,0.319796954,0.246987951,0,0,33,0.566784905,13590,608385,136,547,14,51,53,0,0.153564899,0.188299817,0.219298245,0.34369287,0.344298245,8,0,100,0.687991115,110,485,24,77,71,1,0.10927835,0.154639175,0.304964539,0.393814432,0.555555555,14,0,129,0.949369987
Jose Peraza,1,0.72,0.72,1,0,2022,NYY,NYM,28,-1.1,7,618,0,64,154,6,21,20,1,0.058441558,0.168831168,0.204225352,0.266233766,0.38028169,5,0,29,0.646515456,13593,606299,141,403,6,37,33,7,0.042183622,0.143920595,0.239361702,0.285359801,0.34574468,9,6,90,0.631104481,141,403,6,37,33,7,0.042183622,0.143920595,0.239361702,0.285359801,0.34574468,9,6,90,0.631104481
Jeimer Candelario,3,45,15,0,0,2024,CIN,CHC,30,7.1,8,746,0,140,576,22,77,70,8,0.092013888,0.220486111,0.251485148,0.335652173,0.471287128,11,1,127,0.806939301,13621,600869,124,467,13,49,50,0,0.059957173,0.23340471,0.216783216,0.271948608,0.361305361,9,1,93,0.633253969,149,626,16,75,67,0,0.103833865,0.215654952,0.271095152,0.351437699,0.443447037,10,0,151,0.794884736
Jeimer Candelario,1,5,5,0,0,2023,WSN,DET,29,6.2,7,606,0,124,467,13,49,50,0,0.059957173,0.23340471,0.216783216,0.271948608,0.361305361,9,1,93,0.633253969,13621,600869,149,626,16,75,67,0,0.103833865,0.215654952,0.271095152,0.351437699,0.443447037,10,0,151,0.794884736,94,386,8,33,32,3,0.111398963,0.256476683,0.202985074,0.305699481,0.337313432,3,1,68,0.643012913
Corey Seager,10,325,32.5,0,0,2022,TEX,LAD,28,8.6,7,636,0,95,409,16,54,57,1,0.117359413,0.161369193,0.305949008,0.393643031,0.521246458,8,1,108,0.914889489,13624,608369,134,541,19,82,87,1,0.081330868,0.181146025,0.27198364,0.334565619,0.482617586,8,0,133,0.817183205,134,541,19,82,87,1,0.081330868,0.181146025,0.27198364,0.334565619,0.482617586,8,0,133,0.817183205
Jacob Stallings,1,2,2,0,1,2024,COL,MIA,34,1.7,8,451,0,89,276,3,22,20,0,0.097826086,0.242753623,0.190871369,0.278388278,0.286307053,9,0,46,0.564695331,13723,607732,114,384,4,25,34,0,0.075520833,0.216145833,0.222543352,0.292428198,0.291907514,15,1,77,0.584335712,112,427,8,38,53,0,0.114754098,0.199063231,0.245989304,0.334894613,0.368983957,10,0,92,0.70387857
Elier Hernandez,1,0.25,0.25,1,0,2023,TEX,TEX,28,-0.4,1,14,1,14,35,0,4,3,0,0.028571428,0.428571428,0.181818181,0.2,0.242424242,1,0,6,0.442424242,13750,609274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Chris Taylor,4,60,15,0,0,2022,LAD,LAD,31,5.9,8,743,1,148,582,20,92,73,13,0.108247422,0.28694158,0.254437869,0.344234079,0.437869822,5,1,129,0.782103901,13757,621035,124,414,12,52,52,8,0.08937198,0.277777777,0.262295081,0.332524271,0.461748633,6,0,96,0.794272904,124,414,12,52,52,8,0.08937198,0.277777777,0.262295081,0.332524271,0.461748633,6,0,96,0.794272904
Travis Jankowski,1,1.7,1.7,0,0,2024,TEX,TEX,33,1.7,9,577,1,107,287,1,34,30,19,0.121951219,0.146341463,0.263157894,0.356643356,0.331983805,6,1,65,0.688627161,13768,608671,44,64,0,11,2,3,0.125,0.15625,0.163636363,0.28125,0.163636363,0,0,9,0.444886363,76,157,1,24,10,5,0.140127388,0.184713375,0.251908396,0.363636363,0.351145038,1,0,33,0.714781401
Travis Jankowski,1,1.25,1.25,0,0,2023,TEX,NYM,32,0,8,470,0,44,64,0,11,2,3,0.125,0.15625,0.163636363,0.28125,0.163636363,0,0,9,0.444886363,13768,608671,76,157,1,24,10,5,0.140127388,0.184713375,0.251908396,0.363636363,0.351145038,1,0,33,0.714781401,25,24,0,4,0,2,0.083333333,0.166666666,0.181818181,0.25,0.181818181,0,2,4,0.431818181
Travis Jankowski,1,1.25,1.25,0,0,2022,NYM,PHI,31,0.1,7,426,0,76,157,1,24,10,5,0.140127388,0.184713375,0.251908396,0.363636363,0.351145038,1,0,33,0.714781401,13768,608671,25,24,0,4,0,2,0.083333333,0.166666666,0.181818181,0.25,0.181818181,0,2,4,0.431818181,25,24,0,4,0,2,0.083333333,0.166666666,0.181818181,0.25,0.181818181,0,2,4,0.431818181
Kevin Plawecki,1,0.72,0.72,1,1,2023,PIT,BOS,32,-0.3,8,447,0,64,186,1,15,13,0,0.075268817,0.17204301,0.220238095,0.286486486,0.285714285,6,0,37,0.572200771,13807,608700,64,173,3,15,15,0,0.069364161,0.150289017,0.286624203,0.348837209,0.388535031,4,0,45,0.73737224,60,174,3,13,17,0,0.068965517,0.178160919,0.221518987,0.287356321,0.341772151,4,1,35,0.629128472
Matt Duffy,1,0.72,0.72,1,0,2024,TEX,KCR,33,1.6,8,704,0,79,209,2,17,16,1,0.057416267,0.18660287,0.2513089,0.306220095,0.324607329,4,0,48,0.630827424,13836,622110,77,247,2,14,16,0,0.06882591,0.202429149,0.25,0.307692307,0.311403508,6,0,57,0.619095815,97,322,5,45,30,8,0.077639751,0.195652173,0.287197231,0.357142857,0.380622837,16,1,83,0.737765694
Matt Duffy,1,1.5,1.5,0,0,2023,KCR,LAA,32,1.3,7,626,0,77,247,2,14,16,0,0.06882591,0.202429149,0.25,0.307692307,0.311403508,6,0,57,0.619095815,13836,622110,97,322,5,45,30,8,0.077639751,0.195652173,0.287197231,0.357142857,0.380622837,16,1,83,0.737765694,46,169,1,12,12,0,0.112426035,0.171597633,0.25170068,0.343195266,0.326530612,4,1,37,0.669725878
Matt Duffy,1,1.5,1.5,0,0,2022,LAA,CHC,31,1.8,6,549,0,97,322,5,45,30,8,0.077639751,0.195652173,0.287197231,0.357142857,0.380622837,16,1,83,0.737765694,13836,622110,46,169,1,12,12,0,0.112426035,0.171597633,0.25170068,0.343195266,0.326530612,4,1,37,0.669725878,46,169,1,12,12,0,0.112426035,0.171597633,0.25170068,0.343195266,0.326530612,4,1,37,0.669725878
Joey Wendle,1,2,2,0,0,2024,NYM,MIA,34,5.8,8,649,0,112,318,2,33,20,7,0.040880503,0.210691823,0.212121212,0.247619047,0.306397306,8,1,63,0.554016353,13853,621563,101,371,3,27,32,12,0.040431266,0.134770889,0.259365994,0.297297297,0.360230547,7,3,90,0.657527844,136,501,11,73,54,8,0.055888223,0.225548902,0.265217391,0.319361277,0.42173913,9,6,122,0.741100407
Tyler Heineman,1,0.72,0.72,1,1,2023,PIT,PIT,32,0.3,3,82,1,62,174,0,16,9,1,0.045977011,0.097701149,0.216560509,0.276470588,0.267515923,3,0,34,0.543986511,13897,623168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,12,1,1,2,0,0,0.333333333,0.272727272,0.272727272,0.636363636,0,0,3,0.909090908
Joey Gallo,1,5,5,0,0,2024,WSN,MIN,30,5.4,9,863,0,111,332,21,39,40,1,0.144578313,0.427710843,0.177304964,0.301204819,0.439716312,3,1,50,0.740921131,14128,608336,126,410,19,48,47,3,0.136585365,0.397560975,0.16,0.280487804,0.357142857,0,0,56,0.637630661,153,616,38,90,77,6,0.180194805,0.34577922,0.19879518,0.35064935,0.457831325,6,0,99,0.808480675
Joey Gallo,1,11,11,0,0,2023,MIN,LAD,29,6.4,8,752,0,126,410,19,48,47,3,0.136585365,0.397560975,0.16,0.280487804,0.357142857,0,0,56,0.637630661,14128,608336,153,616,38,90,77,6,0.180194805,0.34577922,0.19879518,0.35064935,0.457831325,6,0,99,0.808480675,70,297,22,54,49,4,0.175084175,0.383838383,0.253112033,0.388513513,0.597510373,0,2,61,0.986023886
Daniel Vogelbach,1,2,2,0,0,2024,TOR,NYM,31,1.5,8,571,0,104,319,13,33,48,0,0.131661442,0.253918495,0.232727272,0.338557993,0.403636363,6,0,64,0.742194356,14130,596129,130,461,18,47,59,0,0.158351409,0.247288503,0.238341968,0.360086767,0.432642487,11,0,92,0.792729254,93,258,9,30,24,0,0.166666666,0.220930232,0.218604651,0.348837209,0.381395348,6,0,47,0.730232557
Carlos Correa,6,200,33.33333333,0,0,2023,MIN,MIN,28,14.2,8,888,1,136,590,22,70,64,0,0.10338983,0.205084745,0.291187739,0.366101694,0.46743295,18,1,152,0.833534644,14162,621043,148,640,26,104,92,0,0.1171875,0.18125,0.279279279,0.365625,0.484684684,16,0,155,0.850309684,75,321,21,42,59,1,0.109034267,0.233644859,0.278571428,0.358255451,0.567857142,8,0,78,0.926112593
Carlos Correa,3,105.3,35.1,0,0,2022,MIN,HOU,27,12.6,7,752,0,148,640,26,104,92,0,0.1171875,0.18125,0.279279279,0.365625,0.484684684,16,0,155,0.850309684,14162,621043,75,321,21,42,59,1,0.109034267,0.233644859,0.278571428,0.358255451,0.567857142,8,0,78,0.926112593,75,321,21,42,59,1,0.109034267,0.233644859,0.278571428,0.358255451,0.567857142,8,0,78,0.926112593
Andrew Velazquez,1,0.72,0.72,1,0,2024,ATL,ATL,29,0.9,6,275,1,54,94,2,12,3,13,0.106382978,0.319148936,0.172839506,0.263736263,0.283950617,1,3,14,0.54768688,14196,623205,125,349,9,37,28,17,0.042979942,0.340974212,0.195652173,0.236151603,0.304347826,3,1,63,0.540499429,28,68,1,11,6,4,0.014705882,0.338235294,0.223880597,0.235294117,0.358208955,1,1,15,0.593503072
Jorge Soler,3,42,14,0,0,2024,SFG,MIA,32,2,10,870,0,137,580,36,77,75,1,0.113793103,0.243103448,0.25,0.34137931,0.511904761,20,0,126,0.853284071,14221,624585,72,306,13,32,34,0,0.101307189,0.294117647,0.207407407,0.295081967,0.4,9,2,56,0.695081967,149,602,27,74,70,0,0.111295681,0.235880398,0.222868217,0.316498316,0.432170542,12,0,115,0.748668858
